"workerid","rt","trial_type","trial_num","targetSentence","log_dayrate","interval","observationSentence","past","item","condition","ntimes","dayrate","utt","utt_interval"
23,5721,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Esther wore a shirt today.""",0,"day","Esther wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Esther wore a shirt today.",day
23,8766,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Melinda bought her own groceries this week.""",-1.94591014906,"week","Melinda bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Melinda bought her own groceries this week.",week
23,4126,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Ted drank coffee today.""",0,"day","Ted drank coffee today.","drank coffee","drink coffee","communication",1,1,"Ted drank coffee today.",day
23,5320,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""George went on a hike this month.""",-3.40119738166,"month","George went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"George went on a hike this month.",month
23,4159,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Doug wore shoes today.""",0,"day","Doug wore shoes today.","wore shoes","wear shoes","communication",1,1,"Doug wore shoes today.",day
23,3986,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Greg drove a car today.""",0,"day","Greg drove a car today.","drove a car","drive a car","communication",1,1,"Greg drove a car today.",day
23,4430,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Gabriel ate meat today.""",0,"day","Gabriel ate meat today.","ate meat","eat meat","communication",1,1,"Gabriel ate meat today.",day
23,11427,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Angela ate breakfast today.""",0,"day","Angela ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Angela ate breakfast today.",day
23,4957,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Cameron took dance lessons this week.""",-1.94591014906,"week","Cameron took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Cameron took dance lessons this week.",week
23,3951,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Laura washed her dishes today.""",0,"day","Laura washed her dishes today.","washed their dishes","wash their dishes","communication",1,1,"Laura washed her dishes today.",day
23,3560,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Brian exercised this month.""",-3.40119738166,"month","Brian exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Brian exercised this month.",month
23,3174,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Tom went outside today.""",0,"day","Tom went outside today.","went outside","go outside","communication",1,1,"Tom went outside today.",day
23,2968,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Sophia wore glasses today.""",0,"day","Sophia wore glasses today.","wore glasses","wear glasses","communication",1,1,"Sophia wore glasses today.",day
23,5042,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Ronald took a vacation this year.""",-5.89989735358,"year","Ronald took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Ronald took a vacation this year.",year
23,4725,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Hillary wore tie-dye today.""",0,"day","Hillary wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,1,"Hillary wore tie-dye today.",day
24,23238,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Amber exercised this month.""",-3.40119738166,"month","Amber exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Amber exercised this month.",month
24,16802,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Fred bought his own groceries this week.""",-1.94591014906,"week","Fred bought his own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Fred bought his own groceries this week.",week
24,15638,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Theresa wore shoes today.""",-1.94591014906,"week","Theresa wore shoes today.","wore shoes","wear shoes","communication",1,0.142857142857,"Theresa wore shoes today.",day
24,65340,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Claire went on a hike this month.""",-3.40119738166,"month","Claire went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Claire went on a hike this month.",month
24,10001,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Greg wore glasses today.""",0,"day","Greg wore glasses today.","wore glasses","wear glasses","communication",1,1,"Greg wore glasses today.",day
24,20801,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Linda took dance lessons this week.""",-1.94591014906,"week","Linda took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Linda took dance lessons this week.",week
24,14825,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette drank coffee today.""",0,"day","Bridgette drank coffee today.","drank coffee","drink coffee","communication",1,1,"Bridgette drank coffee today.",day
24,16343,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Maya ate meat today.""",0,"day","Maya ate meat today.","ate meat","eat meat","communication",1,1,"Maya ate meat today.",day
24,7609,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Stephen went to a Renaissance fair this year.""",-5.89989735358,"year","Stephen went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Stephen went to a Renaissance fair this year.",year
24,10999,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Eric went skiing this year.""",-5.89989735358,"year","Eric went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Eric went skiing this year.",year
24,9638,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Esther drove a car today.""",0,"day","Esther drove a car today.","drove a car","drive a car","communication",1,1,"Esther drove a car today.",day
24,5441,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Shannon took a vacation this year.""",-5.89989735358,"year","Shannon took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Shannon took a vacation this year.",year
24,6998,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Ashley wore a shirt today.""",0,"day","Ashley wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Ashley wore a shirt today.",day
24,8529,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Tim ate breakfast today.""",0,"day","Tim ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Tim ate breakfast today.",day
24,6686,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Ronald changed his bedsheets this week.""",-1.94591014906,"week","Ronald changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Ronald changed his bedsheets this week.",week
24,7697,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Monica ate pasta today.""",0,"day","Monica ate pasta today.","ate pasta","eat pasta","communication",1,1,"Monica ate pasta today.",day
24,7165,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Brian used a cell phone today.""",0,"day","Brian used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Brian used a cell phone today.",day
24,6705,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""George drank lemonade today.""",0,"day","George drank lemonade today.","drank lemonade","drink lemonade","communication",1,1,"George drank lemonade today.",day
24,4758,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Lewis wore a hat today.""",0,"day","Lewis wore a hat today.","wore a hat","wear a hat","communication",1,1,"Lewis wore a hat today.",day
24,19338,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Alicia went outside today.""",0,"day","Alicia went outside today.","went outside","go outside","communication",1,1,"Alicia went outside today.",day
24,5294,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""William had a birthday party this year.""",-3.40119738166,"month","William had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0333333333333,"William had a birthday party this year.",year
24,13299,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Lee washed his hair this week.""",-1.94591014906,"week","Lee washed his hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Lee washed his hair this week.",week
24,8317,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Julia wore tie-dye today.""",0,"day","Julia wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,1,"Julia wore tie-dye today.",day
24,6536,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Cameron paid his taxes this year.""",-5.89989735358,"year","Cameron paid his taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Cameron paid his taxes this year.",year
24,5031,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Doug washed his dishes today.""",0,"day","Doug washed his dishes today.","washed their dishes","wash their dishes","communication",1,1,"Doug washed his dishes today.",day
25,12467,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Vince went outside today.""",0,"day","Vince went outside today.","went outside","go outside","communication",1,1,"Vince went outside today.",day
25,5978,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Daniel drank lemonade today.""",0,"day","Daniel drank lemonade today.","drank lemonade","drink lemonade","communication",1,1,"Daniel drank lemonade today.",day
25,8381,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""John ate meat today.""",0,"day","John ate meat today.","ate meat","eat meat","communication",1,1,"John ate meat today.",day
25,5470,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Martin went to a Renaissance fair this year.""",-5.89989735358,"year","Martin went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Martin went to a Renaissance fair this year.",year
25,21087,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Esther wore glasses today.""",-1.2527629685,"week","Esther wore glasses today.","wore glasses","wear glasses","communication",2,0.285714285714,"Esther wore glasses today.",day
25,6722,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Jessica had a birthday party this year.""",-5.89989735358,"year","Jessica had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Jessica had a birthday party this year.",year
25,4594,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Elisa changed her bedsheets this week.""",-1.94591014906,"week","Elisa changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Elisa changed her bedsheets this week.",week
25,7608,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Brian ate breakfast today.""",-1.2527629685,"week","Brian ate breakfast today.","ate breakfast","eat breakfast","communication",2,0.285714285714,"Brian ate breakfast today.",day
25,6488,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Michael used a cell phone today.""",-0.559615787935,"week","Michael used a cell phone today.","used a cell phone","use a cell phone","communication",4,0.571428571429,"Michael used a cell phone today.",day
25,40791,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Derrick took dance lessons this week.""",-3.40119738166,"month","Derrick took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.0333333333333,"Derrick took dance lessons this week.",week
25,4013,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Monica drank coffee today.""",-1.2527629685,"week","Monica drank coffee today.","drank coffee","drink coffee","communication",2,0.285714285714,"Monica drank coffee today.",day
25,7047,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Maya went on a hike this month.""",-4.80128506491,"year","Maya went on a hike this month.","went on a hike","go on a hike","communication",3,0.00821917808219,"Maya went on a hike this month.",month
25,7698,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Kyle went skiing this year.""",-7.50933526602,"5 years","Kyle went skiing this year.","went skiing","go skiing","communication",1,0.000547945205479,"Kyle went skiing this year.",year
25,5926,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Claire ate pasta today.""",-1.2527629685,"week","Claire ate pasta today.","ate pasta","eat pasta","communication",2,0.285714285714,"Claire ate pasta today.",day
25,10665,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Brooke took a vacation this year.""",-5.20675017302,"year","Brooke took a vacation this year.","took a vacation","take a vacation","communication",2,0.00547945205479,"Brooke took a vacation this year.",year
25,7042,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Sophia wore shoes today.""",0,"day","Sophia wore shoes today.","wore shoes","wear shoes","communication",1,1,"Sophia wore shoes today.",day
25,7138,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Lewis wore tie-dye today.""",-3.40119738166,"month","Lewis wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.0333333333333,"Lewis wore tie-dye today.",day
25,5092,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Ronald drove a car today.""",-0.559615787935,"week","Ronald drove a car today.","drove a car","drive a car","communication",4,0.571428571429,"Ronald drove a car today.",day
25,6450,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Tina wore a shirt today.""",-0.336472236621,"week","Tina wore a shirt today.","wore a shirt","wear a shirt","communication",5,0.714285714286,"Tina wore a shirt today.",day
25,4265,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Alicia bought her own groceries this week.""",-1.2527629685,"week","Alicia bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",2,0.285714285714,"Alicia bought her own groceries this week.",week
25,3735,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Angela exercised this month.""",-2.30258509299,"month","Angela exercised this month.","exercised","exercise","communication",3,0.1,"Angela exercised this month.",month
25,4207,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Ted paid his taxes this year.""",-5.89989735358,"year","Ted paid his taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Ted paid his taxes this year.",year
25,3741,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Gabriel washed his hair this week.""",-1.94591014906,"week","Gabriel washed his hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Gabriel washed his hair this week.",week
25,4341,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Julia wore a hat today.""",-1.94591014906,"week","Julia wore a hat today.","wore a hat","wear a hat","communication",1,0.142857142857,"Julia wore a hat today.",day
25,3989,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Amber washed her dishes today.""",-1.2527629685,"week","Amber washed her dishes today.","washed their dishes","wash their dishes","communication",2,0.285714285714,"Amber washed her dishes today.",day
26,12552,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Anthony wore a hat today.""",0,"day","Anthony wore a hat today.","wore a hat","wear a hat","communication",1,1,"Anthony wore a hat today.",day
26,5050,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Ronald ate meat today.""",0,"day","Ronald ate meat today.","ate meat","eat meat","communication",1,1,"Ronald ate meat today.",day
26,3648,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Melinda ate pasta today.""",0,"day","Melinda ate pasta today.","ate pasta","eat pasta","communication",1,1,"Melinda ate pasta today.",day
26,8944,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Seth drove a car today.""",0.69314718056,"day","Seth drove a car today.","drove a car","drive a car","communication",2,2,"Seth drove a car today.",day
26,5823,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Veronica wore shoes today.""",0,"day","Veronica wore shoes today.","wore shoes","wear shoes","communication",1,1,"Veronica wore shoes today.",day
26,4322,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Jessica paid her taxes this year.""",-5.89989735358,"year","Jessica paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Jessica paid her taxes this year.",year
26,2725,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Elizabeth wore a shirt today.""",0,"day","Elizabeth wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Elizabeth wore a shirt today.",day
26,3363,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Fred drank lemonade today.""",0,"day","Fred drank lemonade today.","drank lemonade","drink lemonade","communication",1,1,"Fred drank lemonade today.",day
26,3386,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Kim had a birthday party this year.""",-5.89989735358,"year","Kim had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Kim had a birthday party this year.",year
26,9961,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Maya wore tie-dye today.""",0,"day","Maya wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,1,"Maya wore tie-dye today.",day
26,3806,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca bought her own groceries this week.""",-1.94591014906,"week","Rebecca bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Rebecca bought her own groceries this week.",week
26,10250,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Jack went skiing this year.""",-5.89989735358,"year","Jack went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Jack went skiing this year.",year
26,5041,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Scott took dance lessons this week.""",-1.94591014906,"week","Scott took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Scott took dance lessons this week.",week
26,2794,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Michael exercised this month.""",-3.40119738166,"month","Michael exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Michael exercised this month.",month
26,4701,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Jennifer took a vacation this year.""",-5.89989735358,"year","Jennifer took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Jennifer took a vacation this year.",year
26,3459,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Martin ate breakfast today.""",0,"day","Martin ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Martin ate breakfast today.",day
26,2812,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Tina wore glasses today.""",0,"day","Tina wore glasses today.","wore glasses","wear glasses","communication",1,1,"Tina wore glasses today.",day
26,3681,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Tim used a cell phone today.""",0,"day","Tim used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"Tim used a cell phone today.",day
26,3648,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Tom washed his hair this week.""",-1.94591014906,"week","Tom washed his hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Tom washed his hair this week.",week
26,3980,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Angela washed her dishes today.""",0,"day","Angela washed her dishes today.","washed their dishes","wash their dishes","communication",1,1,"Angela washed her dishes today.",day
26,2324,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie went outside today.""",0,"day","Stephanie went outside today.","went outside","go outside","communication",1,1,"Stephanie went outside today.",day
26,3549,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Jacob changed his bedsheets this week.""",-1.94591014906,"week","Jacob changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Jacob changed his bedsheets this week.",week
26,5952,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Nicole drank coffee today.""",0,"day","Nicole drank coffee today.","drank coffee","drink coffee","communication",1,1,"Nicole drank coffee today.",day
26,7480,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Brooke went to a Renaissance fair this year.""",-5.89989735358,"year","Brooke went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Brooke went to a Renaissance fair this year.",year
26,3750,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Amber went on a hike this month.""",-3.40119738166,"month","Amber went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Amber went on a hike this month.",month
27,9375,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Lucas wore a hat today.""",-1.94591014906,"week","Lucas wore a hat today.","wore a hat","wear a hat","communication",1,0.142857142857,"Lucas wore a hat today.",day
27,6002,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Doug wore glasses today.""",-1.2527629685,"week","Doug wore glasses today.","wore glasses","wear glasses","communication",2,0.285714285714,"Doug wore glasses today.",day
27,6122,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Julia changed her bedsheets this week.""",-1.94591014906,"week","Julia changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Julia changed her bedsheets this week.",week
27,6363,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Robert washed his dishes today.""",-0.559615787935,"week","Robert washed his dishes today.","washed their dishes","wash their dishes","communication",4,0.571428571429,"Robert washed his dishes today.",day
27,6638,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Josh went on a hike this month.""",-3.40119738166,"month","Josh went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Josh went on a hike this month.",month
27,4674,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Hillary took a vacation this year.""",-5.89989735358,"year","Hillary took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Hillary took a vacation this year.",year
27,7104,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Cameron bought his own groceries this week.""",-1.94591014906,"week","Cameron bought his own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Cameron bought his own groceries this week.",week
27,7511,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Natalie ate breakfast today.""",-0.336472236621,"week","Natalie ate breakfast today.","ate breakfast","eat breakfast","communication",5,0.714285714286,"Natalie ate breakfast today.",day
27,6968,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Martin wore shoes today.""",0,"week","Martin wore shoes today.","wore shoes","wear shoes","communication",7,1,"Martin wore shoes today.",day
27,4999,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Derrick drank coffee today.""",0,"day","Derrick drank coffee today.","drank coffee","drink coffee","communication",1,1,"Derrick drank coffee today.",day
27,4589,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Anthony exercised this month.""",-3.40119738166,"month","Anthony exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Anthony exercised this month.",month
27,3962,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""William wore tie-dye today.""",0,"day","William wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,1,"William wore tie-dye today.",day
27,4867,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Kim washed her hair this week.""",-1.94591014906,"week","Kim washed her hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Kim washed her hair this week.",week
27,5518,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie paid her taxes this year.""",-5.89989735358,"year","Stephanie paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Stephanie paid her taxes this year.",year
27,3974,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Michelle ate pasta today.""",0,"day","Michelle ate pasta today.","ate pasta","eat pasta","communication",1,1,"Michelle ate pasta today.",day
27,4354,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Alicia had a birthday party this year.""",-5.89989735358,"year","Alicia had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Alicia had a birthday party this year.",year
27,3600,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Brooke went outside today.""",0,"day","Brooke went outside today.","went outside","go outside","communication",1,1,"Brooke went outside today.",day
27,4221,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Elisa drank lemonade today.""",0,"day","Elisa drank lemonade today.","drank lemonade","drink lemonade","communication",1,1,"Elisa drank lemonade today.",day
27,4559,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Tina drove a car today.""",0,"day","Tina drove a car today.","drove a car","drive a car","communication",1,1,"Tina drove a car today.",day
27,4304,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""George used a cell phone today.""",0,"day","George used a cell phone today.","used a cell phone","use a cell phone","communication",1,1,"George used a cell phone today.",day
27,4516,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Brian wore a shirt today.""",0,"day","Brian wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Brian wore a shirt today.",day
27,4117,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""John went skiing this year.""",-5.89989735358,"year","John went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"John went skiing this year.",year
27,7218,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Ashley ate meat today.""",0,"day","Ashley ate meat today.","ate meat","eat meat","communication",1,1,"Ashley ate meat today.",day
27,9542,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Michael went to a Renaissance fair this year.""",-5.89989735358,"year","Michael went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Michael went to a Renaissance fair this year.",year
27,4253,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca took dance lessons this week.""",-1.94591014906,"week","Rebecca took dance lessons this week.","took dance lessons","take dance lessons","communication",1,0.142857142857,"Rebecca took dance lessons this week.",week
28,9442,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Bridgette exercised this month.""",-3.40119738166,"month","Bridgette exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Bridgette exercised this month.",month
28,6460,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Brian drank lemonade today.""",0,"day","Brian drank lemonade today.","drank lemonade","drink lemonade","communication",1,1,"Brian drank lemonade today.",day
28,4619,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""William went outside today.""",0,"day","William went outside today.","went outside","go outside","communication",1,1,"William went outside today.",day
28,14988,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Josh ate breakfast today.""",0,"day","Josh ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Josh ate breakfast today.",day
28,3060,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Cameron drank coffee today.""",0,"day","Cameron drank coffee today.","drank coffee","drink coffee","communication",1,1,"Cameron drank coffee today.",day
28,2601,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Derrick wore glasses today.""",0,"day","Derrick wore glasses today.","wore glasses","wear glasses","communication",1,1,"Derrick wore glasses today.",day
28,2044,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Jessica ate pasta today.""",0,"day","Jessica ate pasta today.","ate pasta","eat pasta","communication",1,1,"Jessica ate pasta today.",day
28,2323,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Fred wore a hat today.""",0,"day","Fred wore a hat today.","wore a hat","wear a hat","communication",1,1,"Fred wore a hat today.",day
28,2912,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Vince went skiing this year.""",-5.89989735358,"year","Vince went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Vince went skiing this year.",year
